title	question	answer	annotated	llama_elect4	llama_elect4_score	llama_geval	llama_geval_score	llama_dp	llama_dp_score	llama_dp4	llama_dp4_score
Cliplight Super Seal Premium Automotive Air Conditioning Stop Leak	What is the difference between this and other products, for example Interdynamics MRL-3 Super Seal Leak Sealer for R-134A? Other than the price.	it is not pressurized from the factory.	1.75	['2', '1', '2', '1', '1', '2', '2', '1', '1', '1']	1.4	['1', '2', '2', '2', '1', '2', '2', '2', '2', '1']	1.7	['2', '2', '2', '2', '1', '2', '2', '1', '1', '1']	1.6	['2', '2', '2', '2', '2', '1', '2', '2', '2', '1']	1.8
Meguiar's G12718 NXT Generation Tech Wax 2.0, 18 fl oz	How does this shine? I heard a carnauba was can shine more, especially on dark color cars.	it leaves a deep, rich shine	2.75	['2', '3', '2', '3', '2', '2', '2', '2', '2', '2']	2.2	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Bosch 13007 Oxygen Sensor, OE Fitment (Acura, Honda)	why does it say this part does not fit my caar	it says this part does not fit my caar	1.0	['1', '2', '1', '1', '2', '2', '1', '2', '1', '1']	1.4	['2', '2', '2', '2', '2', '2', '1', '2', '1', '2']	1.8	['1', '2', '1', '2', '1', '2', '2', '1', '1', '1']	1.4	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Mothers 10424 Reflections Leather Care - 24 oz.	Should I get this or Mothers Leather Cleaner? Former is cheaper with double size.	mother's is cheaper with double size.	1.0	['2', '1', '2', '1', '2', '2', '1', '2', '2', '2']	1.7	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
ATX Series AX3981 Mojave Black Textured Wheel (16x8&quot;/6x139.7mm, 0mm offset)	The stock lug nuts from my 2000 Tundra wont work with these wheels. What lugs do I need to buy?	the stock lug nuts from my 2000 Tundra won't work with these wheels.	0.3333333333333333	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['2', '2', '2', '2', '1', '2', '1', '2', '2', '2']	1.8	['2', '1', '2', '2', '1', '1', '1', '2', '1', '2']	1.5	['2', '2', '2', '2', '2', '1', '1', '2', '1', '2']	1.7
KYB SM5091 - Mount Kit	where do they go on the car or replacement where?	on the existing shocks	0.6666666666666666	['2', '2', '2', '1', '2', '2', '2', '2', '2', '2']	1.9	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '1', '2', '2', '2', '1', '2', '2', '2', '2']	1.8	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
OrangeTag 5 Pieces 30cm 15 Leds SMD Waterproof Flexible Blue Light Strip Bar,car Light ...	Can you cut these to make less light?	Yes you can cut every three lights	3.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '3', '2', '2', '2', '2']	2.1	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Equus 8100 1-1/2&quot; Volt Triple Gauge Kit	what is the difference between the 8100 and 8200?	the 8100 is more expensive	1.3333333333333333	['2', '2', '2', '2', '2', '1', '2', '1', '1', '2']	1.7	['2', '2', '2', '2', '2', '2', '1', '1', '2', '2']	1.8	['1', '1', '2', '1', '1', '1', '2', '1', '2', '1']	1.3	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Covercraft PN007 Heavy-Duty ProNet Tailgate Net, Black - Pack of 1	what is the overall width and hight ? your dim. donot give this dim.	it is wide and hight	0.3333333333333333	['2', '1', '2', '1', '1', '2', '1', '1', '1', '1']	1.3	['2', '1', '1', '1', '1', '1', '1', '1', '2', '1']	1.2	['2', '1', '1', '1', '1', '1', '2', '1', '1', '1']	1.2	['2', '1', '1', '2', '1', '2', '2', '1', '1', '2']	1.5
Schumacher SSC-1500A-CA Ship 'N' Shore 15 Amp SpeedCharge Charger with Battery Clamps	The fan does not come on when connected, is it malfunctioning or does it only come on when it gets hot?	it is a turn off.	0.0	['1', '1', '1', '1', '1', '1', '1', '0', '1', '0']	0.8	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0
Optima Batteries 8004-003 34/78 RedTop Starting Battery	Red, yellow, blue, What is the difference? Also origin?	blue tops are marine batteries	2.6666666666666665	['2', '1', '2', '2', '2', '1', '2', '1', '1', '1']	1.5	['1', '2', '1', '2', '2', '1', '1', '1', '1', '2']	1.4	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['2', '1', '1', '1', '2', '2', '1', '1', '1', '1']	1.3
Meguiar's G7516 Endurance Tire Gel - 16 oz. &ndash; Premium Tire Gel for a Lasting Glossy Shine	can you ship to asia? i would like to buy 5 of this.	if it wasn't so messy.	0.0	['1', '1', '0', '0', '1', '1', '1', '0', '0', '0']	0.5	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '0', '0', '0', '1', '1', '0', '0', '1', '1']	0.5	['1', '1', '1', '1', '1', '1', '0', '1', '1', '1']	0.9
MaxMate Premium Custom Fit 1999-2017 Chevy Silverado/GMC Sierra Extended/Double Cab Stainless Steel 3&quot; Side Step Rails Nerf Bars Running Boards(2pcs with Mounting Bracket Kit)	Are these one piece perside or two piece per side?	There is one tube per side	3.0	['1', '2', '2', '2', '1', '1', '1', '2', '2', '2']	1.6	['1', '2', '2', '2', '2', '2', '2', '2', '2', '1']	1.8	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['2', '1', '2', '2', '1', '2', '1', '2', '2', '2']	1.7
Meguiar's M21 Mirror Glaze Synthetic Sealant 2.0, 64 oz	would you recommend this product on a tractor that only gets hand washed once each year or do I need a cleaner/wax to clean rather than a sealer	no, I would not recommend this stuff. Can be used by hand if need be	2.6666666666666665	['2', '1', '2', '1', '2', '2', '1', '2', '1', '2']	1.6	['2', '2', '2', '2', '1', '1', '1', '1', '1', '2']	1.5	['2', '2', '2', '2', '2', '2', '2', '1', '1', '1']	1.7	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Pilot Automotive PM-2104 44 Magnum Six Shooter Shift Knob w Secret Storage Compartment, Manual / Automatic Transmission	what is the diameter and length of the cylinder itself ? Thanks.	it is a 1.8 liter cylinder.	1.3333333333333333	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '1', '1', '2', '1', '1', '2', '1', '2', '1']	1.4	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Meguiar's Last Touch Spray Detailer &ndash; Give Your Car a Flawless Showroom Shine &ndash; D15501, 1 Gallon	How does it work with black vehicles?	it works great on the black paint too.	2.333333333333333	['2', '2', '2', '2', '2', '2', '3', '2', '2', '2']	2.1	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Hypertech 32501 Max Energy Power Programmer	Does this unit plug into the cars OBD port?	Yes. Plugs it in. For all vehicles.	2.75	['2', '2', '3', '3', '2', '2', '3', '2', '2', '2']	2.3	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['3', '3', '2', '3', '3', '3', '3', '3', '3', '3']	2.9	['2', '2', '3', '2', '2', '2', '3', '3', '2', '2']	2.3
Omix-Ada 17232.01 Turn Signal Switch	i bought this switch, cant get the turn signals to work, running led lights in the rear?? stumped? ?	no idea what to do	0.75	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '2', '2', '1']	1.2	['2', '2', '2', '2', '1', '2', '2', '1', '1', '1']	1.6	['2', '1', '1', '2', '1', '1', '1', '2', '1', '1']	1.3
PIAA 94070 Silicone Wiper Blade Refill, 28&quot; (Pack of 1)	"I am planning to use your 28"" refill on my Motorcoach, but the product size list 23.8 "". how to you squeeze a 28"" blade into a 23.8 package?"	"how to squeeze a 28"" blade into a 23.8 package?"	1.0	['1', '0', '1', '1', '0', '1', '1', '1', '1', '0']	0.7	['1', '1', '1', '1', '1', '1', '2', '1', '1', '1']	1.1	['1', '1', '1', '1', '1', '2', '1', '1', '1', '1']	1.1	['2', '2', '2', '2', '3', '2', '2', '2', '3', '2']	2.2
Hopkins 47575 Multi-Tow Adapter	What's the difference in the Hopkins 47575 & Hopkins 47565?	the 47565 has a longer life and the 47575 has a shorter life	1.75	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Cruiser Accessories 30650 Perimeter License Plate Frame, Black	Are the mounting screws hidden from view or are the screws mounted over the license plate?	the screws are hidden from view	1.25	['2', '2', '2', '2', '2', '3', '3', '3', '2', '2']	2.3	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '3', '2', '3', '2']	2.2	['3', '2', '3', '3', '2', '2', '3', '3', '2', '3']	2.6
Centric 120.40036 Premium Brake Rotor	1 order come with 1 pair of rotors or just 1 rotor? Help,any one ? THX	1 order come with 1 pair of rotors or 1 order come with 1 rot	1.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '3', '2', '3', '2', '2', '2', '2', '2']	2.2	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Schumacher SE-1275A 2/12/75 Amp Automatic Onboard Battery Charger	Why are they calling this an onboard charger?	it's a small charger.	0.75	['1', '2', '1', '2', '2', '2', '2', '1', '2', '2']	1.7	['1', '1', '1', '1', '1', '2', '1', '1', '1', '1']	1.1	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
STA-BIL 22214 Fuel Stabilizer (32 oz.), 32. Fluid_Ounces	how do you use the sta bill dispenser to get two ounces in the stem	you use the dispenser to get two ounces in the stem.	1.25	['2', '3', '3', '2', '2', '2', '2', '2', '3', '2']	2.3	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['3', '3', '2', '3', '3', '3', '3', '2', '2', '3']	2.7	['2', '2', '2', '3', '2', '2', '2', '2', '3', '2']	2.2
Battery Saver 2365-36 36V 50W Quick Charger and Auto Pulse Maintainer	Will this charge a battery bank in a Black and Decker mower consisting of 3 12v, 10 amp batteries set up to provide 36 v at 10 amp?	vertical badges (4.50in x 2.75in), horizontal badges (3.25in x 3.95in)	0.5	['0', '0', '0', '0', '0', '0', '0', '0', '0', '0']	0.0	['1', '1', '1', '0', '0', '1', '1', '1', '1', '1']	0.8	['0', '0', '0', '0', '0', '0', '0', '0', '0', '0']	0.0	['0', '0', '0', '0', '0', '0', '0', '0', '1', '0']	0.1
HELLA 003427291 Vision Plus 190x132mm High/Low Beam 12V Halogen Conversion Headlamp (HB2)	"with this kit, do you have to buy the package deal under ""frequently bought together"" or can i just buy 2 of the kits since they come solo?"	you need to buy 2 of the kits since they come as a set.	2.75	['3', '3', '3', '3', '3', '3', '3', '3', '3', '2']	2.9	['3', '3', '1', '2', '3', '3', '2', '3', '1', '2']	2.3	['3', '3', '2', '3', '3', '2', '3', '3', '3', '3']	2.8	['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']	3.0
B00005AXI6	how does it work and how is it mounted ?	it works and helps in parking cars in garage	1.0	['1', '1', '1', '1', '1', '2', '2', '1', '2', '1']	1.3	['1', '1', '2', '1', '1', '1', '1', '1', '2', '2']	1.3	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0
"Bosch Evolution 4822 Wiper Blade - 22"" (Pack of 1)"	How are these in snow and ice?	very durable and no place for snow and ice to build up.	2.25	['3', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.1	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '3', '2', '2', '2', '2', '3', '2', '2', '2']	2.2	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Thetford Aqua-Magic V RV Toilet Hand Flush/High Profile/White - 31646	the description says this is a low toilet but the dimensions that are given seem to be that of a high profile. Which is it?	the high model is 17 inches tall.	1.75	['2', '2', '2', '2', '2', '2', '2', '1', '1', '2']	1.8	['2', '2', '1', '2', '2', '2', '2', '2', '2', '2']	1.9	['2', '2', '2', '2', '2', '2', '2', '2', '1', '1']	1.8	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
CIPA 11960 Premium Universal Towing Mirror (Black)	Are replacement adjustment posts or the rubber grommets that attach to them available separately?	rubber grommets that attach to them are available separately.	2.25	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Drivers Rear Power Window Lift Regulator Repair Kit Replacement for Jeep SUV 68059647AA	Does this fit a 2002 Jeep Liberty rear passenger side? I don't see that here...	Yes it does I just installed it on my jeep liberty	3.0	['1', '1', '3', '1', '1', '2', '2', '2', '2', '1']	1.6	['1', '1', '2', '1', '1', '1', '1', '1', '2', '1']	1.2	['2', '2', '3', '2', '3', '2', '2', '2', '2', '3']	2.3	['3', '3', '2', '2', '3', '2', '2', '2', '2', '2']	2.3
"Milton (S-516) Straight Foot Chuck Tire Inflator Gauge - 15"" Hose, Lock-On Threads"	What is the difference between the S-516 and 516 model?	the 2 ft model is more durable and the 516 model is more expensive.	1.75	['2', '2', '1', '3', '3', '2', '2', '2', '2', '2']	2.1	['2', '2', '1', '2', '2', '2', '1', '2', '2', '2']	1.8	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '3', '2', '2', '2', '2', '2']	2.1
Air Power America 2000LV LiquiVac Oil Changing System for Large Engine	How do I empty out the oil from the unit?	take it to the auto store	1.25	['1', '1', '1', '0', '1', '1', '1', '1', '0', '1']	0.8	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '0', '1', '1', '1', '0', '1', '1', '1', '1']	0.8
CSF RADIATOR 91-01 Jeep Cherokee (HD)	Hello,OEM replacement fit, but several folks comment that the stock radiator cap won't work...? Please, anybody know which cap does work...?	the stock radiator cap does work.	2.75	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['3', '2', '2', '2', '3', '3', '2', '2', '3', '2']	2.4	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Meguiar's G7016 Gold Class Carnauba Plus Premium Liquid Wax - 16 oz.	How long does it take to cure?	it takes about an hour.	2.0	['3', '3', '3', '3', '3', '2', '3', '2', '2', '2']	2.6	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '3', '3', '3', '3', '3', '3', '3', '3', '2']	2.8	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Black Widow AFL-9012-2 Dual Runner ATV Ramp &ndash; Finger-Style Lip Rung Surface, 2 Pack	How do the straps secure the ramps to the truck?	they hold them in place	1.6666666666666667	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
iClever 800A Peak 18000mAh Portable Jump Starter (up to 6.5L Gas Or 5.3L Diesel Engine) Auto Battery Booster, Portable Power Pack with LED Flashlight, Compass	How long should the jump starter stay connected to the weak or dead battery ?	It is not supposed to be connected for more than 30 seconds. It does not recharge the battery, it starts the car.	3.0	['2', '2', '3', '2', '2', '3', '2', '3', '3', '3']	2.5	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '3', '2', '2']	2.1	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
ACDelco 214-1091 GM Original Equipment Vapor Canister Vent Valve	how is the hose released	with a push button	1.3333333333333333	['2', '3', '2', '2', '3', '2', '2', '2', '2', '3']	2.3	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['3', '2', '3', '2', '3', '3', '3', '2', '3', '2']	2.6	['3', '2', '2', '3', '2', '2', '2', '2', '2', '2']	2.2
Rightline Gear 100S10 Sport 1 Car Top Carrier, 12 cu ft, Waterproof, Attaches With or Without Roof Rack	How much will bag hold?	more than I taught it would hold	2.0	['2', '1', '2', '2', '2', '1', '2', '2', '1', '1']	1.6	['1', '1', '1', '1', '2', '1', '1', '1', '1', '2']	1.2	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
K&amp;N 33-2129 High Performance Replacement Air Filter for 1999-2017 Chevy/GMC Truck V6/V8	"This filter doesn't fit , my filter is a 2011 chevrolet 5.3 4x4 and measures 12"" × 10"", whats going on."	no improvement in power or mileage	0.3333333333333333	['1', '2', '1', '0', '1', '1', '1', '2', '1', '0']	1.0	['1', '2', '2', '2', '1', '2', '2', '2', '2', '2']	1.8	['1', '2', '2', '1', '2', '1', '2', '2', '2', '2']	1.7	['0', '0', '1', '0', '2', '1', '2', '0', '1', '1']	0.8
Rightline Gear 100B90 Cargo Saddlebag	Does it scratch the paint or windows? Sounds like it would meet my needs, but I just bought a new car and don't want to damage the paint.	it does scratch the paint on the windows and doors.	2.333333333333333	['3', '3', '3', '3', '3', '3', '2', '3', '3', '3']	2.9	['2', '2', '2', '2', '3', '3', '3', '2', '3', '2']	2.4	['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']	3.0	['2', '3', '2', '3', '3', '3', '2', '3', '3', '3']	2.7
Curt Manufacturing 13534 Trailer Hitch	The description says that it weighs 8 ounces... This is a misprint right? Just want to make sure I'm actually getting a hitch...	All I can say is that mine had blue/yellow.	1.0	['0', '1', '1', '1', '1', '1', '1', '0', '1', '1']	0.8	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0
Highland (0700100) Ramparts 8&quot; Aluminum Ramp Top Kit - 2 Piece	What's the difference between this and the 0700500 series?	the 0700500 series is a bit more expensive	1.3333333333333333	['2', '1', '2', '1', '2', '1', '1', '1', '2', '1']	1.4	['1', '1', '1', '2', '2', '2', '1', '1', '2', '1']	1.4	['1', '2', '1', '2', '1', '1', '1', '1', '2', '2']	1.4	['2', '2', '2', '2', '2', '2', '2', '1', '1', '2']	1.8
Permatex 81878  Ultra Copper Maximum Temperature RTV Silicone Gasket Maker, 3 oz. Tube	How well does this clean? I need to use it to create a temporary extension to my generator's exhaust, but once done, remove and clean it off.	it cleans very well.	2.333333333333333	['2', '2', '2', '2', '2', '2', '2', '3', '2', '3']	2.2	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
OTC 6494 Clamshell Strut Spring Compressor	How does the 6583 bridge accessory connect to the 6494 clashell unit?	the 6583 bridge accessory connects to the 6494 clashell unit.	1.0	['3', '2', '2', '3', '3', '3', '2', '3', '3', '2']	2.6	['2', '3', '2', '2', '2', '2', '2', '2', '2', '3']	2.2	['3', '3', '2', '3', '3', '3', '3', '2', '2', '2']	2.6	['3', '2', '3', '3', '2', '3', '3', '3', '2', '3']	2.7
Optilux 1450 12-Volt/55-Watt Rectangular Clear Halogen Fog Lamp Kit	it fits on my gmc yukon	it works as intended	0.6666666666666666	['1', '1', '1', '2', '2', '2', '1', '2', '2', '2']	1.6	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Monroe 37083 OESpectrum Truck Shock Absorber	How does this and the Magnum Steering Damper relate? Are they substitute/interchangeable products or complementary? I saw that people buying both	they are complementary products.	1.6666666666666667	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Accutire MS-4350B Setpoint Tire Gauge	How does it charge, battery?	it's holding charge very well.	0.3333333333333333	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '1', '2', '2', '2', '2', '1', '2', '2', '2']	1.8	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
LED Light Bar Nilight 2PCS 5Inch 72W Flood Double Row Flood Led Bar 10800Lumens Driving Lights Fog Lights Led Off Road Lights for Trucks Jeep ATV UTV SUV Boat Marine,2 Years Warranty	Is it possible to move the bracket so that the mounting bolt is parallel to the ground, and the light  still facing forward?	You can scan an image on the printer and any PC on your network can access that image.	0.3333333333333333	['0', '0', '1', '0', '0', '0', '1', '0', '0', '0']	0.2	['1', '1', '0', '1', '0', '1', '1', '1', '1', '1']	0.8	['1', '1', '1', '1', '1', '1', '1', '0', '1', '0']	0.8	['0', '0', '0', '0', '0', '1', '1', '1', '0', '0']	0.3
Smittybilt 7686 Entry Guard for 1997-2006 Jeep Wrangler TJ/LJ, Black, Pair	what is the purpose of this 'door guard'? where does it install?	it protects the sill	2.25	['2', '2', '2', '2', '2', '2', '2', '2', '1', '2']	1.9	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '1', '2', '1', '1', '2', '1', '1', '1', '1']	1.3	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Dee Zee DZ43300 Truck Tailgate Assist	Install went smoothly, but it's not quite as slow as I expected, is there any sort of adjustment that can be done once installed?	There is no adjustment.	3.0	['1', '1', '2', '1', '2', '1', '2', '1', '2', '1']	1.4	['1', '1', '1', '1', '1', '1', '2', '1', '2', '2']	1.3	['2', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.1	['1', '2', '2', '1', '2', '2', '1', '2', '2', '1']	1.6
Wolo (419) Bad Boy Air Horn - 12 Volt	I hooked up the wolo horn but it only vibrates. what could be the problem?	it could be louder.	1.5	['1', '1', '1', '1', '1', '1', '2', '1', '1', '1']	1.1	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '2', '1', '1', '1', '1', '1', '1', '2']	1.2
Hopkins EMIC-BLA Go Gear Euro Mini Console, (Black)	How sturdy are the adjustable cup holders? Would they work for larger drinks or do they bend/bow easily?	sturdy for larger drinks	2.5	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Bosch 13007 Oxygen Sensor, OE Fitment (Acura, Honda)	is this part for upper or lower	upper or lower o2 sensors	1.75	['2', '2', '3', '3', '2', '2', '3', '3', '3', '3']	2.6	['1', '2', '2', '2', '2', '2', '2', '2', '1', '2']	1.8	['2', '2', '3', '2', '3', '3', '2', '2', '2', '2']	2.3	['2', '2', '3', '3', '2', '3', '3', '3', '2', '3']	2.6
7.5 x 14 G-Floor 55 Mill Ribbed Garage Floor Mat	will the mat move or is it held in place with an adhesive	it is held in place with an adhesive	1.75	['2', '2', '3', '2', '3', '2', '2', '3', '2', '2']	2.3	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']	3.0	['2', '2', '3', '3', '3', '2', '3', '2', '3', '3']	2.6
"TruXedo Lo Pro Soft Roll-up Truck Bed Tonneau Cover | 520601 | fits 05-16 Honda Ridgeline 4'8"" Bed"	velcro on tonneau doesnt hold sides down doesnt seem to stick any more	it doesn't seem to hold sides down	0.3333333333333333	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Auto Ventshade 92956 Original Ventvisor Side Window Deflector Dark Smoke, 2-Piece Set for Standard Cab 1999-2007 Silverado 1500, 1999-2004 Silverado 2500, 2001-2004 Sierra 2500, 2001-2006 Silverado &amp; Sierra 3500, 2001-2006 Silverado 2500HD &amp; Classic, 2001-2006 Sierra 2500HD | Also fits 1999-2007 Sierra with Extended Cab	How can I find rain guards that fit older cars (like 2004 honda)?	they are 99 and up	0.3333333333333333	['1', '2', '1', '1', '1', '1', '2', '1', '1', '1']	1.2	['1', '1', '1', '1', '1', '1', '2', '1', '1', '1']	1.1	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '2', '2', '2', '2', '1', '1', '1', '1']	1.4
Bully CR-600 Chrome Series Heavy-Duty Truck SUV Hitch Step	From what I'm seeing, this hitch does not come with it's own hitch pin... True?	it does not come with a lock-bolt.	1.6666666666666667	['2', '1', '2', '2', '2', '2', '2', '2', '2', '2']	1.9	['2', '2', '2', '1', '1', '2', '2', '2', '2', '2']	1.8	['2', '2', '2', '2', '1', '2', '2', '1', '2', '2']	1.8	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Dowco Iron Rider 50130-00 Water Resistant Reflective Magnetic Mount Motorcycle Tank Bag With Window: Black, Universal Fit, 7 Liter Capacity	I have a leather tank cover on my bike, are the magnets strong enough to hold through that?	Yes. I installed this in Win 8.1 PC.	1.0	['0', '0', '0', '0', '0', '0', '0', '0', '0', '0']	0.0	['0', '1', '1', '1', '1', '1', '1', '1', '1', '1']	0.9	['0', '0', '0', '0', '0', '0', '0', '0', '0', '0']	0.0	['0', '0', '0', '0', '0', '0', '0', '0', '0', '0']	0.0
Accutire MS-4021B Digital Tire Pressure Gauge	"How Do We Find Out the Proper Tire Pressure? An article on ehow is telling me that ""The MAXIMUM COLD TIRE PRESSURE stamped on a tire's sidewall IS NOT THE CORRECT TIRE PRESSURE for your vehicle"", while other sources make no note of this fact. Do we look at the"	how accurate would the placard sticker be?	0.3333333333333333	['2', '2', '2', '1', '2', '1', '2', '2', '2', '2']	1.8	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
