title	question	answer	annotated	llama_elect4	llama_elect4_score	llama_geval	llama_geval_score	llama_dp	llama_dp_score	llama_dp4	llama_dp4_score
Lawn Boy 10632 Self Propel HW Lawn Mower, 20-Inch	People who are using gas with ethanol: are you having any problems?	No problems!	2.6666666666666665	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['3', '2', '2', '2', '2', '2', '2', '2', '3', '2']	2.2	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Roundup QuikPro, 6.8 lb. Jug	How should I mix this for a backpack sprayer?	in seperate containers for 30 seconds by shaking before pouring into backpack sprayer	2.6666666666666665	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Aqua Globes AG011706 Glass Plant Watering Bulbs, 2-Pack	how do you fill the watering bulb?	fill it up and leave it	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Lifetime 22119 Folding Picnic Table, 6 Feet, Putty	How do you fold it flat? I put together and it seems sturdy, but I cannot figure out how to get the two side benches to fold down?	they are too small	3.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0
Chapin International 20000 Garden Sprayer, 1-Gallon, Translucent White	Could we use this to spray pesticides as mist? If yes, then how can we do that setting as I tried, but couldn't find such setting of nozzle.	the bottle could be more sturdy	0.3333333333333333	['0', '1', '1', '0', '0', '0', '0', '1', '0', '1']	0.4	['0', '0', '1', '1', '1', '1', '0', '1', '1', '1']	0.7	['1', '0', '0', '0', '0', '0', '0', '0', '1', '1']	0.3	['0', '0', '0', '0', '0', '0', '0', '1', '0', '0']	0.1
Agri-Fab 45-0320 42-Inch Tow Lawn Sweeper	what causes the teeth to break off the wheel	metal gear attached to shaft	0.6666666666666666	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['1', '2', '2', '2', '2', '1', '2', '2', '1', '1']	1.6	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Sourcing4U Limited The Executioner Fly Swat Wasp Bug Mosquito Swatter Zapper	How long is the racket from top to bottom and how long is the racket head itself?	it's from top to bottom.	0.3333333333333333	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '2', '1', '1', '1', '2', '1', '2', '1']	1.3	['1', '1', '1', '1', '1', '1', '1', '1', '2', '1']	1.1	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0
DC America GO31805BL-BB Hexagon Gazebo with Insect Screen	IS this made in USA or China  (orgin)	Yes I'm 200 lb and I use it	0.0	['0', '1', '0', '1', '0', '0', '1', '1', '0', '0']	0.4	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '0', '1', '0', '1', '1', '1', '1', '1', '1']	0.8	['0', '0', '1', '1', '0', '0', '0', '0', '0', '1']	0.3
Coolaroo Select Sun Shade, Terracotta, 8-Feet by 6-Feet	How can I see how to install tie down rings	the clips on the bottom	1.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '1']	1.9	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['1', '2', '2', '1', '2', '1', '1', '1', '2', '2']	1.5	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Suncast PHH100D Hose Hideaway with 100-Foot-Capacity Hose Reel	How does the hose feed onto the reel?	it does not have a track to feed it smoothly.	1.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '1', '2', '2', '2', '2', '1', '2', '2']	1.8	['2', '1', '1', '1', '1', '1', '1', '1', '2', '1']	1.2	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Lodge Cast Iron Sportsman's Grill. Large Charcoal Hibachi-Style Grill for Picnics, Tailgaiting, Camping or Patio. Two Adjustable Heights.	So many of the uploaded pics show lots of burnt food. Are y'all not the best cooks, or is it designed with the grate too close to the coals?	it is designed to be too close to the coals.	2.6666666666666665	['2', '2', '3', '2', '3', '2', '2', '3', '3', '2']	2.4	['3', '2', '2', '2', '2', '3', '3', '2', '2', '2']	2.3	['2', '3', '3', '3', '3', '3', '3', '2', '3', '3']	2.8	['2', '3', '3', '2', '2', '2', '3', '3', '2', '2']	2.4
Home Styles 5601-30 Stone Harbor Slate Tile Top Outdoor Dining Table	Amazon only shows the table top. Is this a complete table or just the top?	Complete table. Pretty easy to put together as well.	3.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Premiere Products 5RCAT Resin Convert-A-Bench	What is the height of the seat of bench and what is width back. Need to make sure it is not too low for me to get up and out of?	the bench is 14 inches high and the width back is wide.	2.6666666666666665	['2', '1', '2', '2', '1', '2', '2', '2', '2', '2']	1.8	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Weber 751001 Gold One-Touch 22-1/2-Inch Kettle Grill, Black	Hi, I don't mind paying more for better quality or more features. What does this grill have that makes it worth twice the prce of the newer model?	it has the ash catcher.	2.6666666666666665	['2', '1', '1', '1', '2', '1', '2', '2', '1', '1']	1.4	['1', '1', '1', '2', '2', '2', '2', '1', '2', '1']	1.5	['1', '2', '2', '2', '1', '1', '2', '1', '2', '1']	1.5	['1', '1', '1', '1', '2', '1', '1', '1', '1', '1']	1.1
Bayou Classic SP1 Jet Cooker	Curious on how hot the frame gets?	it gets pretty hot.	2.333333333333333	['3', '2', '2', '2', '2', '2', '2', '3', '2', '2']	2.2	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['3', '3', '2', '2', '2', '2', '2', '3', '2', '3']	2.4	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Corona LR 3460 Long Reach Cut 'n' Hold Pruner	Is it a saw blade or like a razor blade so I can cut pond lilies and plants	it's a saw blade.	3.0	['3', '2', '3', '2', '2', '2', '3', '2', '2', '3']	2.4	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['3', '2', '2', '2', '3', '2', '3', '2', '3', '3']	2.5
King Canopy GP1010G 10-Feet by 10-Feet Garden Party Canopy, Green with Bug screens	I bought this and tried putting it up. I have only one question, why are there no clamps, screws, anything to hold the poles together? #having trouble	the different pieces rotate, pull apart, wobble and make it look like they are a	0.75	['1', '1', '1', '1', '1', '1', '1', '1', '1', '2']	1.1	['1', '2', '1', '1', '1', '1', '1', '1', '2', '1']	1.2	['2', '1', '1', '2', '1', '1', '2', '1', '1', '2']	1.4	['1', '1', '1', '1', '2', '2', '1', '1', '1', '1']	1.2
Suncast BMS6510D 6-Feet by 5-Feet Blow Molded Storage Shed	My base slats don't allow for side panel to slide over all the way to connect to corner panel....anybody else have this problem?? ?	I used mine on the Taurus PT738   TCP model	0.25	['1', '1', '1', '0', '0', '0', '0', '1', '1', '1']	0.6	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '0', '0', '0', '0', '1', '1', '1', '1']	0.6
Homestead Super Stop-A-Squirrel Bird Feeder (Green River Texture) - 3201S	How do you fill it?	detach the lower portion and fill where you like.	2.75	['2', '2', '2', '2', '2', '2', '3', '2', '2', '2']	2.1	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['3', '3', '2', '2', '2', '2', '2', '3', '2', '2']	2.3	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
"Lady Margaret Passion Flower Plant - Passiflora - 4"" Pot"	My little plant had yellow and brown edges on the leaves it had and then they all fell off. The other two I ordered are fine but this one looms bad	it was covered in yellow spots.	1.0	['1', '1', '1', '1', '1', '1', '1', '2', '1', '1']	1.1	['1', '1', '1', '1', '2', '2', '1', '2', '1', '2']	1.4	['1', '2', '1', '1', '1', '1', '2', '1', '1', '1']	1.2	['1', '2', '2', '2', '1', '2', '2', '2', '2', '2']	1.8
Bounty Hunter TK4 Tracker IV Metal Detector	whats the maximum depth it can detect?	4 to 5 inches	2.5	['2', '3', '3', '3', '2', '2', '2', '2', '2', '2']	2.3	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '3', '3', '2', '2']	2.2	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
CobraCo 24-Inch to 36-Inch Black Adjustable and Expandable Flower Box Holder F2436-B	"i have a 6"" patio stone wall and want to put planters up on it the brackets would have to be squared and the return long enough to support the plant.i"	the support needs to rest against the deck railing.	1.5	['2', '1', '1', '1', '2', '1', '1', '1', '1', '1']	1.2	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['2', '2', '1', '1', '1', '2', '2', '2', '1', '1']	1.5	['1', '1', '1', '2', '2', '2', '2', '1', '2', '1']	1.5
Oasis Fountainhead, On-demand Poultry Waterer, Sanitary Water for up to 12 Chickens, Turkeys, Geese or Ducks	Does anyone have hard water and use these? We have very hard water here that can clog showers. I wonder if the deposits could clog the waterer.	This is a fixable rubber mat, not carpet.	0.0	['1', '1', '1', '0', '0', '1', '1', '0', '1', '0']	0.6	['1', '1', '1', '1', '0', '1', '1', '1', '1', '0']	0.8	['1', '1', '1', '1', '0', '1', '0', '0', '0', '1']	0.6	['1', '0', '1', '1', '1', '1', '1', '1', '1', '1']	0.9
Yard Butler Portable Lightweight Garden Kneeler/Seat Combination Kneeling Pad and Outdoor Stool with Easy Up Handles Prevents Back Strain for All-Day Gardening - GKS-2 (Older Model)	what is the weight limit on the garden kneeler seat?	under the weight limit	1.5	['2', '2', '1', '2', '2', '1', '2', '1', '2', '1']	1.6	['1', '2', '2', '1', '2', '2', '2', '2', '1', '2']	1.7	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['2', '1', '2', '2', '2', '2', '2', '1', '2', '2']	1.8
BLACK+DECKER LP1000 Alligator Lopper 4.5 amp Electric Chain Saw	Why does the chain keep sliding off.	it is too small for my hand.	0.0	['1', '1', '1', '1', '1', '2', '2', '1', '1', '2']	1.3	['2', '1', '1', '1', '2', '1', '2', '1', '1', '2']	1.4	['2', '2', '1', '1', '1', '1', '1', '2', '1', '1']	1.3	['2', '1', '2', '2', '2', '2', '2', '1', '2', '2']	1.8
Orbit 62001 Lawn and Garden Digital Watering Timer	I am looking for a timer that can be set to run for long periods 12 to 24 hours at a time. It will feed a drip hose.	it can be set to run for 12 to 24 hours at a time.	1.5	['3', '3', '3', '2', '3', '3', '3', '3', '3', '2']	2.8	['2', '2', '3', '3', '3', '3', '3', '3', '2', '3']	2.7	['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']	3.0	['3', '3', '3', '3', '3', '3', '3', '2', '3', '3']	2.9
Rat Killer a Better Electronic Rat Trap, AC Adapter or Battery Powered, Detachable Tray	What AC power is using?110-220v or only 110v?	110 V only  or batteries	3.0	['2', '2', '2', '2', '2', '2', '2', '2', '1', '2']	1.9	['2', '2', '2', '2', '1', '2', '2', '1', '1', '2']	1.7	['2', '2', '2', '2', '2', '2', '2', '2', '1', '1']	1.8	['1', '2', '1', '1', '2', '1', '1', '1', '2', '1']	1.3
Black & Decker CMM1200 19-Inch 24-Volt Cordless Electric Mulching Lawn Mower	life of battery Does anyone know how long the battery will live? The authorized repair station is not close to me and I'd rather not have to make the trip too often.	how long will it last?	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '2', '1', '2', '2', '1', '2', '2', '1', '2']	1.6	['2', '2', '2', '2', '2', '3', '2', '2', '2', '2']	2.1	['2', '2', '2', '2', '2', '1', '1', '2', '2', '2']	1.8
Husqvarna 100000101 Classic Chain Saw Carrying Case	"Picture on the Husky site and main amazon picture show a 3 tab rounded case, but ""details"" picture shows a square 2 tab case. Which one is it?"	the square one is not the same as the picture	2.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '2']	1.1	['2', '1', '2', '1', '1', '1', '1', '1', '2', '1']	1.3	['1', '2', '1', '1', '1', '1', '1', '1', '1', '1']	1.1
"Squirrel Buster Classic 5.3""x5.3""x32"" (w/hanger) Wild Bird Feeder with 4 Feeding Ports, 2.4lb Seed Capacity"	If it is hung from a shepard hook the squirrels and racoons can get into it. Does anyone have any advice for a good way to hang it? Thanks, Margie	it is not closing	0.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '2', '1', '1', '1', '1', '2', '1', '1']	1.2	['2', '2', '2', '1', '2', '1', '1', '1', '2', '1']	1.5	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0
Suncast HHC150 Garden Hose Hanger with Storage Cabinet And 150-Foot-Hose Capacity	How do you hang it on the wall?	the hose wraps around the unit next to the wall where you mount it.	3.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Fiskars 7.9-12 Foot ExtendableTree Pruning Stik Pruner (92406935K)	I have one but don't see how it extends. Help please.	it really extends quite a ways.	1.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '3', '3', '2', '2', '3', '2', '2', '3', '3']	2.5	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Greenworks 20-Inch 40V Cordless Pole Hedge Trimmer, 2.0 AH Battery Included 22272	can this be used to cut down weeds and small brush	Yes!!, but be careful not to hit rocks or anything that is too big for the teeth or it will nick them and then need to be filed and sharpened.	3.0	['2', '3', '3', '3', '2', '2', '3', '3', '3', '3']	2.7	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['3', '2', '2', '2', '2', '2', '3', '2', '2', '3']	2.3	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Chapin 1352 3-Gallon Industrial Viton Tri-Poxy Steel Heavy Duty Sprayer For Industrial Chemical Applications (1 Sprayer/Package)	Where do you connect the second end of the shoulder strap to the sprayer ... there is only one place to attach it.	the second end of the shoulder strap is on the back.	1.6666666666666667	['2', '2', '2', '2', '2', '2', '2', '2', '1', '2']	1.9	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Earthquake E43 Dually 1-Man Earth Auger Powerhead with 43cc Viper Engine, 2-Cycle	What tips would you offer when an E-43 owner has a hard time starting the auger?	do not push the auger down.	2.6666666666666665	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Strathwood Basics Hardwood Chaise Lounge Sunbrella Cushion, Antique Beige	Hello, is this a set of 2 chaise lounge cushions, or is the price is for one? I need to know if I should select 2 quantity or 1 is it is a pair.	Its only one . Its a very comfortable cushion . You should select 2 if you wish a pair	3.0	['3', '3', '3', '2', '3', '3', '3', '3', '2', '2']	2.7	['2', '2', '2', '2', '2', '2', '3', '2', '3', '3']	2.3	['2', '2', '3', '2', '2', '2', '3', '2', '3', '3']	2.4	['2', '3', '3', '3', '2', '3', '3', '3', '3', '2']	2.7
Perky-Pet C00322 Red Cardinal Bird Feeder	Do Cardinals actually use this feeder? The tray looks too small for Cardinal size perching. Also, how do you refill it?	it's easy to use and refill	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['2', '1', '2', '1', '1', '2', '2', '1', '2', '1']	1.5
Radius Garden 203 PRO Ergonomic Stainless Steel Digging Fork, Original Green	From where is this product made	it is not made in china.	1.6666666666666667	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '1', '2', '1', '1', '2', '1', '1', '2']	1.5	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Panacea 89034 Single Shepherd Hook, Black, 48-Inch	If the diameter is 7 1/2 inches, isn't that rather thick?	it's a little thicker	1.6666666666666667	['2', '3', '3', '2', '2', '2', '3', '3', '3', '2']	2.5	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '3', '2', '2', '3', '3']	2.3
EasyGo Beach Umbrella	Could this be used as an umbrella for an ouside picnic table?	yes this can used for an outside picnic table.	3.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['3', '2', '2', '2', '2', '2', '3', '2', '2', '2']	2.2
Agra Quest Serenade Garden Disease Control Concentrate, 32 Ounce Concentrate	How does serenade compare to copper sulfate in toxicity ( to animals and humans ) ?	it is safe for animals and humans	2.333333333333333	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
"Arbequina Olive Tree - Tree of Peace - Olea europaea - 3.5"" POT"	How do the olives taste and how long before you can pluck them off and eat them? Thanks.	how do they taste?	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '2', '1', '1', '1', '1', '1', '1', '1', '1']	1.1	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0
Sourcing4U Limited The Executioner Fly Swat Wasp Bug Mosquito Swatter Zapper	Hopefully these are 1 mesh , unprotected rackets. I have the triple layer one and it is basically useless ?	it's just one layer	0.6666666666666666	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Black & Decker GH1100 Grass Hog XP 14-Inch 7.2 Amp Electric String Trimmer/Edger	Grasshog self release trimmer does not release string. What is the problem?	it self release does not release string.	2.5	['2', '2', '2', '1', '1', '2', '2', '2', '1', '1']	1.6	['2', '2', '2', '1', '2', '2', '2', '2', '2', '2']	1.9	['2', '2', '1', '1', '1', '1', '1', '2', '2', '2']	1.5	['1', '1', '2', '2', '2', '1', '2', '2', '2', '2']	1.7
Hydrofarm 7.5 Inch Dome Jump Start CK64060 Hot House with Heat Mat, Tray, 72 Cell Insert, 7.5	What's the longevity of this product? Am I going to spend $40 and only have this for a year or two before it breaks?	it will last over a year.	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Suncast A01B12C01 Storage Building, 7 1/2-ft x 10-ft	Would it be much easier to set up than an Arrow metal shed? How does this compare to a metal shed?	it took no time	1.5	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '2', '2', '1', '1', '1']	1.2	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0
Scotts 2000-20 Classic Push Reel Lawn Mower, 20-Inch	Can a push reel lawn mower be handled by a short elderly woman or does it require a lot of force?	it requires a lot of force.	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '1', '2', '2', '2', '1', '2', '2']	1.8	['2', '1', '2', '2', '2', '1', '2', '1', '2', '2']	1.7	['2', '2', '1', '2', '2', '1', '1', '2', '1', '1']	1.5
Suncast PW100 Powerwind 100-Foot Capacity Automatic Rewind Garden Hose Reel	How difficult is it to unwind the hose to use it? AT 87, I can't have it pull so hard as some have suggested.	it is virtually impossible.	2.0	['3', '3', '2', '3', '3', '2', '2', '3', '3', '2']	2.6	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Newer Spreader Model 200	Does this model (the Newer Spreader 200) come with the drop-pin hitch in additon to the ball hitch or just the ball hitch?	Mine came with both I only use the drop pin.  The ball is an add on item it's really made for drop pin. Both come in the box	2.6666666666666665	['3', '3', '3', '2', '2', '3', '3', '2', '2', '2']	2.5	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['3', '2', '2', '3', '2', '2', '2', '3', '2', '2']	2.3
GrillPro 60013 Replacement Rotisserie Motor	WIll this motor handle a Turkey? ~15lbs? Our last motor did ok for a couple but this past TG, it died while I was cooking the turkey.	it could not handle a 15 pound turkey.	2.0	['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']	3.0	['2', '3', '2', '3', '3', '2', '2', '3', '2', '2']	2.4	['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']	3.0	['2', '3', '3', '2', '2', '2', '2', '2', '3', '3']	2.4
Woodlink Absolute II Squirrel Resistant Bird Feeder Model 7536	How tall is the pole?	it is too short.	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '1', '2', '1', '2', '2', '2']	1.8	['1', '2', '2', '1', '1', '1', '2', '1', '1', '1']	1.3	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Perky-Pet Triple Tube 2-in-1 Feeder - 329	Could electric conduit tubing work as a pole for this feeder ?	it would be better if it was stronger	1.6666666666666667	['1', '1', '1', '1', '1', '1', '2', '2', '1', '1']	1.2	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '2', '1', '2', '2', '2', '1']	1.4
Farm Innovators Model HR-75 Decorative Heated Rock Bird Bath De-Icer, 75-Watt	"Does it have to be fully immersed? Or is it OK for the top of the ""rock"" to be exposed? My bird bath is only about 2 inches deep."	it only needs to be fully immersed in the water.	2.333333333333333	['3', '3', '3', '3', '3', '3', '3', '2', '3', '3']	2.9	['3', '2', '3', '2', '2', '3', '2', '2', '3', '2']	2.4	['3', '3', '2', '3', '3', '3', '3', '2', '2', '3']	2.7	['3', '2', '2', '3', '3', '3', '3', '2', '3', '3']	2.7
Hopkins 90134ONLMI 2x4basics AnySize Chair or Bench Ends, Sand	How do the resin legs/arms hold up after a season in the sun?	they do not hold up as well as a hole would.	0.6666666666666666	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '0', '1', '0', '1', '1', '1', '1', '1']	0.8	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0
Mr. BBQ 18 Inch Cast Iron Stove and BBQ Wok with Flat Bottom - Pre-Seasoned Cast Iron Cookware Ideal for BBQ, Grill, Tailgating, Stove Tops Etc. - Perfect for any, Stir Fry, Seafood or Meat	How well does it work on induction cooktop?	it works really well.	2.6666666666666665	['3', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.1	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Precision Products LDT-1002B 10-Cubic Foot Trailer Dump Cart	Anyone tried hauling/dumping concrete with this? Wondering how tippy it is.	it's not very rugged	1.3333333333333333	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '1', '1', '2', '1', '2', '1', '1', '2', '2']	1.5	['1', '1', '1', '1', '2', '1', '1', '1', '2', '2']	1.3	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Dyna-Gro NEM-032 DYNEM032 Pure Neem Oil-32oz, 32 oz	How long does this keep? I'd go ahead and get it in the gallon size, for the price break, if I thought I'd hace time to use it all.	a very long time	2.6666666666666665	['2', '2', '2', '2', '2', '3', '2', '2', '2', '2']	2.1	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0	['2', '2', '3', '2', '3', '2', '2', '2', '2', '2']	2.2	['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']	2.0
Scotts Easy Hand-Held Broadcast Spreader	Can this be used for Mini-Clover seeds. How would you set it for  Overseeding an Existing Lawn: Seed at 1/2 - 1 lb per 1,000 square feet?	how many pounds per 1,000 square feet	0.0	['1', '1', '1', '0', '1', '1', '1', '1', '1', '1']	0.9	['1', '1', '1', '1', '2', '2', '2', '2', '2', '2']	1.6	['3', '1', '1', '2', '2', '1', '1', '1', '2', '2']	1.6	['1', '2', '1', '2', '2', '2', '2', '2', '2', '2']	1.8
"Hayward Navigator or Ultra 48"" Pool Vacuum Hose with Leader-GRAY-"	what size pool will it fit	Yes, it works with all gopro's mounts	0.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['1', '1', '0', '1', '0', '1', '1', '0', '0', '1']	0.6
Char-Broil 4584609 Natural Gas Conversion Kit or Kitchen For Tru-Infrared Gas Grills	what does changing bezels accomplish?	it reduces the gas bill	1.6666666666666667	['1', '1', '0', '0', '1', '0', '0', '1', '1', '0']	0.5	['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	1.0	['0', '0', '0', '0', '1', '0', '0', '0', '0', '1']	0.2	['0', '0', '0', '0', '0', '0', '0', '0', '0', '0']	0.0
